Ticker,Latest_price,sector,industry,marketCap,trailing_PE_ratio,pegRatio,enterpriseValue,ebitda,ebitdaMargins,profitMargins,revenueGrowth,freeCashflow,operatingCashflow,returnOnAssets,returnOnEquity,enterpriseToRevenue,enterpriseToEbitda,priceToBook,beta,forwardEps,currentRatio,quickRatio,debtToEquity,sharesOutstanding,earningsGrowth,fiveYearAvgDividendYield
FSP,5.67,Real Estate,REIT—Office,598939136,11.787942,,1328488960,93609000,0.41457,0.22846001,-0.184,75000248,39403000,0.00606,0.069120005,5.884,14.192,0.7932289,0.828571,-0.12,1.212,1.049,90.294,105633000,,6.66
RMAX,29.5,Real Estate,Real Estate Services,557311040,,0.11,489345024,77370000,0.2472,-0.05637,0.28,86745624,44020000,0.04499,-0.32002,1.563,6.325,1.0997204,1.477952,2.61,1.429,1.114,764.039,18891900,,2.14
LE,17.52,Consumer Cyclical,Specialty Retail,577867456,12.714079,0.87,976499968,137708992,0.08502,0.02852,0.044,96437624,111343000,0.05271,0.12425,0.603,7.091,1.4500911,2.718961,1.18,1.745,0.236,90.511,32983300,0,
HOV,91.19,Consumer Cyclical,Residential Construction,570387968,1.0620779,,2166346752,271385984,0.09752,0.21841,0.192,89191752,210212992,0.08019,,0.778,7.983,14.4037285,2.51191,0.72,3.838,0.634,870.84,5595720,0.377,
THFF,46.66,Financial Services,Banks—Regional,600602880,10.205599,,-66487264,,0,0.32089,0.109,,67540000,0.013350001,0.10204001,-0.348,,1.0095197,0.74909,4.12,,,,12871900,0.211,2.44
GBL,21.59,Financial Services,Asset Management,583066048,7.055556,,537106176,112799000,0.38787997,0.28175,0.239,89243376,93116000,0.32651,0.91082,1.847,4.762,6.4103327,1.56987,2.75,2.067,2.067,66.756,7982230,0.76,0.4
IMTX,8.63,Healthcare,Biotechnology,542906432,,-0.35,642196352,-87605000,0,0,-0.181,3244625,-80915000,-0.23411,-1.43213,22.547,-7.331,15.438282,0.110314,-1.62,1.682,1.646,19.903,62909200,,
THR,17.94,Industrials,Specialty Industrial Machinery,598151936,110.740746,1.8,706123520,36785000,0.12045,0.018170001,0.225,18113250,28136000,0.01715,0.01508,2.312,19.196,1.5839661,1.487272,1.23,3.271,2.132,40.672,33341800,-0.82,
PRAX,12.73,Healthcare,Biotechnology,571014336,,-0.42,277525792,-134278000,0,0,,-53443876,-99925000,-0.37838,-0.66282,,-2.067,1.9099774,,-4.48,12.9,12.7,1.491,44855800,,
CASS,41.77,Industrials,Specialty Business Services,585201856,22.100529,,85657632,46274328,0.30045,0.18572001,0.08,,,,0.112440005,0.556,1.851,2.3630912,0.716061,,,,2.118,14010100,0.252,2
CALT,19.12,Healthcare,Biotechnology,510159872,,,572355200,,-2.17868,-2.24051,,,,-0.16854,-0.34262002,,,,1.498319,-1.18,8.968,8.705,15.642,26170800,,
GROY,4.24,Basic Materials,Other Precious Metals & Mining,567854720,,,120056816,-562344,0,0,,,0,,,,-213.494,1.752066,,,0.274,0.192,,133928000,,
NXJ,13.63,Financial Services,Asset Management,565411904,11.377296,,980608512,,0,1.28624,-0.056,13417676,21513552,0.01939,0.07254,25.383,,0.8131003,0.198961,-0.04,0.035,0.035,49.906,41482900,,4.91
CPAC,6.79,Basic Materials,Building Materials,581369280,15.790697,0.78,1811069184,434404000,0.23006001,0.07897,0.245,177681120,277828000,0.060310002,0.11576,0.959,4.169,0.5078534,0.477433,0.24,2.012,0.881,137.355,85621400,-0.068,
RMBL,24.79,Consumer Cyclical,Auto & Truck Dealerships,370164288,,-0.32,936810880,-25890444,-0.04586,-0.06356,0.887,-133249784,-38833772,-0.0313,-0.17148,1.66,-36.184,0.9051741,2.612919,3.07,1.734,0.661,124.699,14882000,,
NBB,20.01,Financial Services,Asset Management,569882816,,,,,0,0,,,,,,,,,,,,,,28479900,,5.55
REV,10.24,Consumer Defensive,Household & Personal Products,549476352,,-0.53,3915321344,196200000,0.09387,-0.21559,0.092,130900000,72900000,0.026400002,,1.873,19.956,,2.740496,-3.98,1.306,0.573,,53659800,,
RAD,9.97,Healthcare,Pharmaceutical Retailers,556039872,,16.35,7032453632,400603008,0.0164,-0.0068800002,0.018,277551744,395582016,0.0066299997,-0.31021,0.288,17.555,1.144136,0.855584,-0.69,1.375,0.678,1356.567,55771300,,
HUMA,5.37,Healthcare,Biotechnology,553126080,,,548531520,-66981000,0,0,-0.736,,-74937000,,,453.332,-8.189,7.2961955,,,11.493,11.329,55.636,103003000,,
IPOD,9.96,Financial Services,Shell Companies,572700032,,,592894144,,0,0,,,-1870980,,,,,,,,22.563,11.131,,46000000,,
GOTU,2.18,Consumer Defensive,Education & Training Services,558958592,,-0.64,-3682833664,-3910586112,-0.46835998,-0.46761,0.353,,,-0.38579,-1.51776,-0.441,0.942,0.15556984,-1.194041,-0.18,1.537,1.331,23.844,256403008,,
TPC,11.66,Industrials,Engineering & Construction,595504192,6.1079097,0.72,1502747392,366679008,0.07401,0.0198,-0.183,-125525248,-110814000,0.03129,0.088520005,0.303,4.098,0.3673019,1.296103,2.06,2.037,1.883,63.027,51072400,-0.583,
GHY,13.82,Financial Services,Asset Management,565568256,,,,,0,0,,,,,,,,,,,,,,40923900,,8.21
QUOT,6.62,Communication Services,Advertising Agencies,625071616,,3.63,684623616,7115000,0.01375,-0.12319,0.122,68315376,43005000,-0.02466,-0.25581,1.323,96.223,2.6490595,0.913246,0.38,2.625,2.534,89.988,94421696,,
PHAT,17.88,Healthcare,Biotechnology,565785728,,,347411744,-153987008,0,0,,-75667872,-135395008,-0.42044997,-1.24507,,-2.256,5.1916375,1.068415,-4.01,8.102,8.077,87.039,31643500,,
PEAR,4.2,Healthcare,Health Information Services,578755776,,,845936640,-106232000,0,0,16.25,,-88673000,,,289.506,-7.963,,,-0.94,1.536,1.464,95.916,137799008,,
AROW,35.02,Financial Services,Banks—Regional,561139456,10.798643,1.59,51799664,,0,0.36511,0.157,,70463000,0.013259999,0.15177,0.363,,1.5576214,0.665974,2.83,,,,16023400,0.174,3.04
DHIL,176.75,Financial Services,Asset Management,560597952,7.9588437,,533179296,68869016,0.39540002,0.40514,0.766,46744836,36890436,0.14444,0.31911,3.061,7.742,2.458583,0.996363,,3.494,3.424,0.87,3171700,1.433,
CIAN,7.86,Real Estate,Real Estate Services,542673280,,,317500000,-1712000000,-0.31070998,-0.35408002,0.44,,304000000,,,0.058,-0.185,,,0.01,0.319,0.272,,69042400,,
TCDA,9.92,Healthcare,Biotechnology,546732864,,,461556992,-141804992,0,0,,-72350248,-144364992,-0.31532,-2.2306101,,-3.255,261.05264,1.043428,-2.37,5.875,5.704,7343.27,55114200,,
CURO,13.51,Financial Services,Credit Services,562141632,6.330834,0.44,1698286336,159308992,0.20024,0.1165,0.15,-293781120,314468992,0.06227,0.59791,2.135,10.66,2.7867162,2.76679,2.08,9.641,1.991,628.233,41609300,,
MUC,13.75,Financial Services,Asset Management,564319232,15.822784,,1035673152,,0,0.98991996,-0.029,17913192,32790440,0.01751,0.05414,28.764,,0.8506558,0.157402,,0.032,0.032,61.269,41041400,0.637,4.5
VCV,11.65,Financial Services,Asset Management,557708800,13.885578,,1028045568,,0,1.09971,-0.073,16877596,34943196,0.018609999,0.06151,28.146,,0.8456122,0.297662,,1.006,1.006,55.635,47872000,,4.77
AGCB,9.78,Financial Services,Shell Companies,571640960,,,558711040,,0,0,,,0,,,,,,,,,,,46100000,,
HCKT,19.38,Technology,Information Technology Services,577372800,24.814339,1.08,529627040,46614000,0.17456,0.09706,0.236,35620124,39374000,0.12921,0.18061,1.983,11.362,3.8861036,0.728493,1.32,1.924,1.867,2.895,29792200,1.627,2.03
YORW,43.31,Utilities,Utilities—Regulated Water,567560256,34.102364,7.74,702352768,30849000,0.56311,0.30471,0.017,-21927376,22405000,0.03345,0.114300005,12.821,22.767,3.7667422,0.403281,1.33,0.77,0.53,89.207,13104600,0,1.78
LND,5.8199,Consumer Defensive,Farm Products,577286976,7.3950443,,112120200,560449024,0.64704,0.42416,0.659,244548880,231596000,0.101780005,0.20819001,0.129,0.2,0.24829985,0.533628,,2.723,2.054,34.581,99191904,-0.005,4.27
REVH,9.71,Financial Services,Shell Companies,560752512,,,559866688,,0,0,,,,,,,,,,,,,,55000000,,
AVIR,5.92,Healthcare,Biotechnology,491968000,18.97436,,-123035464,37871000,0.18223,0.11892,,305466880,306939008,0.0496,0.07261,-0.592,-3.249,0.8455935,,-2.11,3.217,3.204,0.048,83102704,,
CHS,4.67,Consumer Cyclical,Apparel Retail,572271168,,1.37,1234665600,49853000,0.02933,-0.02568,0.291,98025872,54354000,-0.00227,-0.19389,0.726,24.766,2.7567887,1.583896,0.45,0.977,0.306,333.416,122542000,,
IGMS,16.25,Healthcare,Biotechnology,527502624,,,653151232,-135888992,0,0,,-79772752,-112195000,-0.32029998,-0.58741003,,-4.807,1.8401086,-1.253576,-6.27,13.125,12.689,10.288,26030500,,
GTPB,9.75,Financial Services,Shell Companies,560625024,,,567417920,,0,0,,,,,,,,,,,,,,46000000,,
LDI,4.5,Financial Services,Mortgage Finance,1390914048,0.2825036,-0.19,11290543104,,0,0.46633998,-0.28,,-3671408128,0.108,0.72508,2.486,,1.1180124,,1.55,1.796,0.27,625.722,20019400,,
BME,42.31,Financial Services,Asset Management,537358144,4.9329605,,604662336,,0,19.03076,0.174,-123940,-24830052,-0.00017000001,0.20219,105.637,,0.8865375,0.775975,,0.231,0.181,0.073,12700500,2.417,6.01
TGB,1.91,Basic Materials,Copper,542355968,22.209301,,911349376,163484000,0.39139,0.07279,0.51,-22389000,157962000,0.059860002,0.096020006,2.182,5.575,1.5681444,2.213093,0.16,3.751,2.845,156.168,283956000,18.966,
FMTX,10.62,Healthcare,Biotechnology,530048448,,,181031104,-155636000,0,0,,-57315500,-120904000,-0.18639,-0.31599,,-1.163,0.92694426,,-3.65,16.39,16.155,5.766,47404600,,
CARA,10.21,Healthcare,Biotechnology,545813312,21.31524,,432437440,22977000,0.17108999,0.17759001,1.188,14538625,23246000,0.07633,0.14237,3.22,18.82,2.4727535,1.022874,-1.41,11.044,10.641,1.974,53458700,,
SWIR,14.85,Technology,Communication Equipment,559169344,,-0.92,524111392,-45961000,-0.10357001,-0.17306,-0.273,61673124,-82908000,-0.08059,-0.28032,1.181,-11.403,1.9366198,1.884492,0.07,1.515,0.877,10.048,37654500,,
IVA,12.41,Healthcare,Biotechnology,505616896,,,439460096,-39855000,0,0,1.335,-31920124,-43210000,-0.27275,-0.63103,77.877,-11.026,5.4215813,0.925711,,7.386,6.673,11.402,40742700,,
RWAY,13.09,Financial Services,Credit Services,541672064,,1.44,,,0,0,,,,,,,,,,1.26,,,,41380600,,
HBT,19.05,Financial Services,Banks—Regional,553495808,9.454093,,199362080,,0,0.33613,0.11,,63024000,0.014780001,0.15071,1.211,,1.374558,1.452888,1.52,,,,29054900,0.316,
VIEW,2.8,Industrials,Building Products & Equipment,607815552,,,325181440,-196280992,0,0,0.288,,-196676992,,,9.307,-1.657,0.85444003,,-0.62,12.793,12.488,2.169,217076992,,
AVK,15.18,Financial Services,Asset Management,524092544,2.7650275,,957251520,,0,6.82023,-0.142,-21556378,48847856,0.011670001,0.30337998,34.442,,0.753724,1.244298,-0.03,0.213,0.207,46.601,34525200,-0.866,8.82
MMD,19.81,Financial Services,Asset Management,550424768,7.959019,,918944256,,0,1.84415,0.049,31497880,59239072,0.02141,0.121470004,24.511,,0.9316215,0.242597,,13.644,13.644,56.874,27785200,,5.12
CIR,28.1,Industrials,Specialty Industrial Machinery,569249792,,2.62,988144896,92134000,0.11963,-0.04606,0.022,61023876,28312000,0.0141900005,-0.17795,1.283,10.725,3.084184,2.335653,2.38,2.316,1.399,278.358,20258000,,
NXDT,15.37,Financial Services,Asset Management,568576256,,,,,0,0,,,,,,,,,,,,,,36992600,,
GRWG,8.49,Consumer Cyclical,Home Improvement Retail,507769056,27.564934,2.3,716289216,34565552,0.08777001,0.04671,1.109,-45188492,-2045790,0.05027,0.075840004,1.819,20.723,1.360795,2.797402,0.31,3.472,1.379,10.127,59807900,0.147,
BZFD,4.23,Communication Services,Entertainment,563182208,25.636362,,682925760,27844000,0.07734,0.05029,0.506,,22851000,,,1.897,24.527,,,,4.088,3.866,8.454,110790000,,
ATIP,2.59,Healthcare,Medical Care Facilities,510887840,,-0.41,1389405824,15093000,0.02484,-1.29193,0.067,,-39192000,,,2.287,92.056,1.0318725,,-0.08,1.305,1.207,169.47,197254000,,
MVF,8.8,Financial Services,Asset Management,570560320,10,,970961280,,0,1.61511,-0.083,23775248,18077894,0.01891,0.08941,27.479,,0.8727561,0.317922,,1.053,1.015,53.511,64836400,,5.11
THW,14.13,Financial Services,Asset Management,526411744,,,,,0,0,,,,,,,,,,,,,,37254900,,9.95
CHUY,31.34,Consumer Cyclical,Restaurants,620594688,24.256966,1.1,693804928,54174000,0.14388,0.068959996,0.243,40862624,46855000,0.04315,0.10321,1.843,12.807,2.3489733,2.02078,1.43,2.662,2.536,77.388,19802000,1.143,
VALU,59.03,Financial Services,Financial Data & Stock Exchanges,563004544,20.546467,,529867520,9366000,0.23419,0.68732,-0.023,6010875,20002000,0.043109998,0.40448,13.249,56.574,7.348438,-0.134758,,2.41,2.343,10.358,9537600,0.739,3.15
ML,2.25,Technology,Software—Application,516113984,,,782104960,-20954000,-0.16027,-1.3354601,0.819,,-436000,,,5.982,-37.325,2.1802328,,-0.2,9.388,9.096,12.257,229384000,,
TOI,6.18,Healthcare,Medical Care Facilities,460966784,,,549086016,-6797108,-0.03404,-0.02799,0.106,,-10220180,,,2.75,-80.782,,,,1.226,0.822,10.309,74590096,,
POWW,4.26,Industrials,Aerospace & Defense,490381408,18.36207,,474211456,33523424,0.24439,0.15515,4.119,-16225096,-17796882,0.06449,0.11574,3.457,14.146,1.381323,-0.36236,0.39,2.58,1.688,2.486,115113000,,
TRNS,76.19,Industrials,Industrial Distribution,572857408,49.829956,2.29,758107328,23194000,0.121429995,0.06111,0.211,7360500,18665000,0.0669,0.15475,3.969,32.685,7.0940413,0.738701,1.96,2.493,1.829,61.622,7518800,0.481,
CYD,13.4,Industrials,Specialty Industrial Machinery,547501184,7.0157065,,580187712,1368175488,0.05884,0.021370001,-0.036,,,,,0.025,0.424,0.06073489,1.271667,1.52,,,,40858300,-0.482,5.92
ALVR,8.5,Healthcare,Biotechnology,553696768,,,389914240,-139324992,0,0,,-48155752,-99344000,-0.24541001,-0.43423998,,-2.799,1.9096831,,-2.92,11.661,11.417,11.728,65140800,,
CFVI,14.13,Financial Services,Shell Companies,539766016,,,439421952,,0,0,,,0,,,,,,,,0.341,0.016,,30700000,,
WEBR,10.38,Consumer Cyclical,"Furnishings, Fixtures & Appliances",2980918016,,1.37,1624924288,13222000,0.00676,0.030469999,-0.083,,27350000,,,0.83,122.895,,,0.68,1.132,0.302,,236995008,,
CHW,8.78,Financial Services,Asset Management,527096736,3.0006833,,817091776,,0,11.89715,-0.169,-4133084,-25901336,0.00433,0.32362998,55.34,,0.8654509,1.413227,1.03,1.629,0.526,45.348,60033800,-0.682,9.83
BFST,26.8,Financial Services,Banks—Regional,546693184,10.299769,,683407488,,0,0.292,0.099,,55986000,0.01289,0.13015,3.702,,1.269781,0.885873,2.49,,,,20399000,0.087,
VAQC,9.73,Financial Services,Shell Companies,558015488,,,556523072,,0,0,,,,,,,,,,,,,,45000000,,
CMAX,5.98,Healthcare,Health Information Services,520702528,,,714412096,-8719135,-0.03918,-0.03434,3.304,-37501620,-9483516,-0.02921,-0.02991,3.21,-81.936,1.0333506,,0.02,5.701,4.895,23.648,87074000,,
UFPT,73.8,Healthcare,Medical Devices,555817344,33.258224,,485352672,30061000,0.15406,0.0863,0.171,14305500,21974000,0.06466,0.09273,2.487,16.146,2.9137716,0.991383,2.88,4.858,3.538,1.018,7531400,0.254,
INVZ,4.07,Consumer Cyclical,Auto Parts,544134592,,,453063296,-149546000,0,0,0.134,-40008376,-78528000,-0.44641,-0.80155,-49.07,-3.03,1.6846029,,-0.78,17.151,16.607,0.744,133694000,,
ECOM,16.77,Technology,Software—Application,503920064,26.703821,3.29,527256896,22809000,0.14028,0.120950006,0.178,28539000,34800000,0.06059,0.14489001,3.243,23.116,3.341303,0.757334,0.98,2.627,2.336,4.887,30048900,-0.083,
BLBD,20.62,Consumer Cyclical,Auto Manufacturers,659178112,,-12.28,608923008,24340000,0.03558,-0.00042,-0.317,-57506500,-54241000,0.021710001,,0.89,25.017,,1.133806,1.25,1.251,0.174,,31967900,,
BFC,70.3,Financial Services,Banks—Regional,536307488,11.835017,,291119680,,0,0.41000998,0.023,,46305000,0.0167,0.15235,2.606,,1.7040359,0.324675,5.31,,,,7628840,0.03,1.32
ATNI,34.67,Communication Services,Telecom Services,548611136,,10.23,1198937600,118145000,0.21926,-0.03417,0.492,22744376,62409000,0.01045,-0.01821,2.225,10.148,0.86098135,0.170299,0.17,1.23,0.884,60.357,15823800,,1.44
SIFY,3.01,Communication Services,Telecom Services,548536384,23.153847,,10986903552,4553876992,0.17121,0.06724,0.184,-1936256256,3905672960,0.04402,0.13938,0.413,2.413,0.039630815,1.404675,0.14,0.964,0.779,89,182238000,0.329,
PETQ,18.1,Healthcare,Drug Manufacturers—Specialty & Generic,527345312,,0.79,1069317440,75442000,0.08382,-0.0061000003,0.299,-18130624,-7955000,0.031659998,-0.025929999,1.188,14.174,2.0185122,1.457557,1.49,2.883,1.785,178.589,29135100,,
OPY,43.05,Financial Services,Capital Markets,543092992,3.2613637,,505543072,,0,0.12345,0.147,,229512000,0.06471,0.25601,0.351,,0.70080906,1.121038,2.56,1.358,1.31,95.201,12515700,0.613,1.75
MUA,13.73,Financial Services,Asset Management,524844320,5.4876094,,618775104,,0,2.16228,-0.038,14579419,8015672,0.02308,0.106029995,23.462,,0.9296499,,,0.159,0.159,10.922,38226100,,4.51
DCPH,8.01,Healthcare,Drug Manufacturers—Specialty & Generic,468431232,,-0.1,310384928,-271745984,-2.97201,0,0.503,-134203872,-222776000,-0.30037,-0.57777,3.395,-1.142,1.2279627,1.487762,-2.58,5.084,4.754,7.842,58480800,,
LLNW,3.98,Technology,Software—Infrastructure,532571776,,-1.59,536847520,-11711000,-0.05573,-0.2743,-0.068,7896375,-5577000,-0.07153,-0.36138,2.555,-45.841,3.7689395,0.611948,-0.03,3.217,3.005,94.526,133812000,,
REX,85.31,Basic Materials,Specialty Chemicals,505065056,14.836521,1.5,514726144,55494000,0.08055,0.05005,0.635,23370124,37555000,0.04338,0.08141,0.747,9.275,1.2338376,1.058701,9.3,6.602,5.694,2.486,5920350,0.78,
HAAC,9.8,Financial Services,Shell Companies,540225024,,,537602432,,0,0,,,-4671213,,,,,,,,1.791,1.371,,52500000,,
UPLD,17.29,Technology,Software—Application,527804928,,0.92,906394496,47862000,0.15716,-0.18523,0.025,120199752,50114000,-0.00225,-0.18952,2.976,18.938,1.7183462,0.90353,1.78,1.654,1.534,177.811,30526600,,
LOCL,5.71,Consumer Defensive,Farm Products,493029344,,-0.19,118129256,-20748000,0,0,3.077,,-15471000,,,321.878,-5.694,,,-0.54,2.578,1.29,,86344896,,
PRPC,9.76,Financial Services,Shell Companies,539849984,,,538549952,,0,0,,,0,,,,,,,,0.138,,,40250000,,
FSBC,30.61,Financial Services,Banks—Regional,527220544,10.162683,,9966096,,0,0.50569,0.297,,55036000,,,0.124,,2.3263414,,2.08,,,,17223800,-0.319,
AMOT,34.93,Technology,Electronic Components,518857216,19.903133,1.14,686844992,44980000,0.11253,0.06312,0.094,17938750,29738000,0.04834,0.17002001,1.718,15.27,3.1648095,1.714647,1.96,2.523,1.2,78.484,14854200,0.464,0.31
RGP,16.66,Industrials,Consulting Services,533644800,15.145454,1.69,605779904,56236000,0.08453,0.05391,0.243,-5180000,21821000,0.057919998,0.11023,0.911,10.772,1.6222005,1,1.42,2.446,2.375,18.099,32031500,4.571,3.54
IFN,19.96,Financial Services,Asset Management,537015808,2.4807358,,582128320,,0,31.640902,0.138,,,-0.00127,0.38796002,85.084,,0.8420875,0.81922,-1.57,3.828,3.751,,26904600,,9.76
RKLY,4.1,Technology,Semiconductors,521884896,,-0.02,334972576,-108962000,0,0,-0.593,,-111518000,,,36.863,-3.074,4.5758924,-0.260309,-0.84,2.713,2.524,27.941,127289000,,
HPS,17.09,Financial Services,Asset Management,542504960,4.962253,,808758592,,0,2.25927,-0.04,22749244,27293212,0.03225,0.19947,16.724,,0.9321479,0.902038,,2.674,2.324,45.727,31744000,,7.82
EQBK,32.47,Financial Services,Banks—Regional,547152000,8.770935,0.97,422825472,,0,0.28628,0.187,,,0.011469999,0.115559995,2.307,,1.1166134,0.707551,2.87,,,,16851000,-0.267,
PETS,25.97,Healthcare,Pharmaceutical Retailers,543887104,20.960451,-1090,416243584,33785000,0.11885,0.088649996,-0.107,17776250,25962000,0.12246,0.18135999,1.464,12.32,3.70947,0.536103,1.38,8.201,6.663,,20942900,-0.261,3.6
CTLP,7.52,Technology,Information Technology Services,533680864,,-4.07,539411968,564000,0.00321,-0.01924,0.241,-625,2125000,-0.01382,-0.026889998,3.068,956.404,3.5140185,2.085194,-0.02,1.955,1.772,12.325,70968200,,
NYXH,20.45,Healthcare,Medical Instruments & Supplies,527045600,,,368262528,-18723000,0,0,,-10315875,-11348000,-0.16126,-0.37183997,868.544,-19.669,5.3241343,,-1.44,6.676,6.428,13.907,25772400,,
OGI,1.53,Healthcare,Drug Manufacturers—Specialty & Generic,479018496,,,338122304,-50922000,-0.64325994,-1.65107,0.219,-1843250,-28589000,-0.102340005,-0.33542,4.271,-6.64,0.9526775,1.145057,-0.03,9.922,7.789,1.239,310740992,,
CMTL,20.51,Technology,Communication Equipment,540383104,554.32434,2.84,853628928,54423000,0.09661999,0.01132,-0.137,58885124,38370000,0.016139999,0.01219,1.516,15.685,1.1123767,1.595324,0.77,1.391,0.851,27.462,26347300,,2.27
STKL,4.78,Consumer Defensive,Packaged Foods,513223840,7.492163,4.03,851883968,51873000,0.06373,0.08696,0.036,107240248,-6976000,0.01397,-0.12505999,1.047,16.422,1.6643455,2.160377,0.14,2.527,0.698,80.701,107339000,,
EVC,6.16,Communication Services,Broadcasting,526226624,11.711026,-0.96,629126528,96362000,0.13806,0.06555,2.16,83263872,91512000,0.06545,0.21226,0.901,6.529,2.0775716,0.742337,0.51,1.977,1.829,98.674,61746000,0.307,5
FHTX,10.52,Healthcare,Biotechnology,432298368,,,778807104,-90451000,0,0,-0.771,-62766000,-72787000,-0.35551998,-1.4968,908.76,-8.61,4.812443,,-2.21,6.424,6.263,98.695,41093000,,
MUI,14.23,Financial Services,Asset Management,544956352,18.625654,,900250176,,0,0.88649005,-0.061,35751684,35508636,0.01691,0.04857,27.283,,0.901603,0.269517,,0.036,0.035,61.28,38296300,,4.2
SMLR,72.63,Healthcare,Medical Devices,490812448,27.956118,,505437088,23909000,0.44641,0.39411,0.304,10695250,20248000,0.37537998,0.63901,9.437,21.14,11.149831,0.828687,2.73,6.887,5.962,0.784,6757710,-0.164,
HNST,5.56,Consumer Cyclical,Specialty Retail,506118432,,,656525952,-36311000,-0.11486,-0.13385999,0.061,,-53558000,,,2.077,-18.081,2.8038325,,-0.11,4.336,2.476,21.037,91028496,,
DPG,14.46,Financial Services,Asset Management,549370112,,,,,0,0,,,,,,,,,,,,,,37992400,,10.02
YTPG,9.74,Financial Services,Shell Companies,529206336,,,532286496,,0,0,,,,,,,,,,,,,,41000000,,
BLW,14.31,Financial Services,Asset Management,510426272,5.3635683,,891717376,,0,2.2185202,0.004,,6939439,,,20.784,,0.8348892,0.656103,,0.079,0.051,51.508,35669200,,6.81
DFP,25.8,Financial Services,Asset Management,499818240,,,,,0,0,,,,,,,,,,,,,,19372800,,7.16
TDF,15.53,Financial Services,Asset Management,524977664,1.9630893,,530553024,,0,37.354233,-0.292,,,-0.0033500001,0.31297,74.11,,0.5894857,0.744405,,2.222,2.222,,33804100,-0.408,
STK,32.68,Financial Services,Asset Management,520213312,,,,,0,0,,,,,,,,,,,,,,15918400,,7.95
CLW,29.71,Basic Materials,Paper & Paper Products,495839072,,7.51,1296589312,178000000,0.10256,-0.008640001,-0.015,100975000,135300000,0.025,-0.030369999,0.747,7.284,1.0085202,1.203116,3.23,1.882,0.729,141.212,16689300,-0.914,
CANG,3.49,Communication Services,Internet Content & Information,509379456,2.294543,4.38,-1389246080,435085280,0.10963,0.36179,0.841,,,0.02489,0.20679002,-0.35,-3.193,0.07252702,1.168409,0.46,2.231,2.005,37.936,145954000,,
MNMD,1.22,Healthcare,Biotechnology,513304032,,,477460544,-81070000,0,0,,-7788109,-39648000,-0.54947,-0.95002997,,-5.889,3.0964468,,-0.29,25.325,25.224,,420740992,,
MDXG,4.54,Healthcare,Biotechnology,509133760,,-2.4,698425152,-17820000,-0.0686,-0.111949995,-0.019,-6351500,-9017000,-0.07427,-0.30504,2.689,-39.193,,1.910795,-0.03,3.399,3.061,62.05,112144000,,
MESO,4.03,Healthcare,Biotechnology,529779808,,-0.21,634145088,-88062000,0,0,1.754,-71963656,-98120000,-0.07906,-0.17648001,65.074,-7.201,0.9328704,2.384615,0.32,1.359,1.304,19.151,129480000,,
PFLT,13.11,Financial Services,Asset Management,510495520,8.997941,,1209216768,,0,0.5076,0.27,2803797,-88272432,0.03621,0.09056,13.695,,1.0389919,1.844853,1.14,5.268,5.262,150.816,38939400,-0.45,9.4
OUST,3.74,Technology,Electronic Components,641798976,,,458583168,-94233000,-2.80639,-2.79889,0.859,-42658752,-70557000,-0.35197,-0.83905,13.657,-4.866,2.7379208,,-0.62,9.381,8.748,7.394,171604000,,
MMU,11.98,Financial Services,Asset Management,519547424,7.105575,,816629504,,0,2.36979,-0.048,20254534,16910688,0.017339999,0.11838,26.448,,0.8441375,0.154285,,0.83,0.825,34.616,43367900,,5.03
DGNU,9.75,Financial Services,Shell Companies,524886368,,,527097312,,0,0,,,0,,,,,,,,,,,43067600,,
DCO,46.07,Industrials,Aerospace & Defense,549301824,16.302195,1.01,867501632,77532000,0.12146,0.05382,0.085,-14290875,-1181000,0.03645,0.101280004,1.359,11.189,1.530209,1.441966,3.44,3.136,1.949,88.092,11923200,0.444,
ECC,14.14,Financial Services,Asset Management,487682944,2.272216,,720131392,,0,2.89367,0.514,13541784,-100617992,0.053260002,0.57660997,9.488,,1.0110834,1.112519,1.58,1.65,1.643,47.771,34489600,-0.046,
CEPU,3.74,Utilities,Utilities—Regulated Electric,564740032,,0.14,30727098368,20686585856,0.54958,-0.08524,-0.039,7634805248,16464557056,0.04696,-0.03306,0.816,1.485,0.0049315644,1.755752,1.34,1.905,1.85,41.164,150250000,-0.23,
PV,9.77,Financial Services,Shell Companies,525137536,,,523386656,,0,0,,,0,,,,,,,,0,0,,41400000,,
AIP,14.99,Technology,Semiconductors,468510944,,,494099072,-8517000,-0.20836,-0.19615,0.394,,-1341000,,,12.088,-58.013,,,-0.52,0.666,0.528,,31254900,,
BIOX,12.27,Basic Materials,Agricultural Inputs,504347328,511.25,,748042752,45106636,0.19531,0.00422,0.576,-25021634,-12447359,0.064840004,0.06057,3.239,16.584,6.839465,0.798857,0.76,1.303,0.738,184.683,41104100,,
AWP,6.03,Financial Services,Asset Management,515010272,3.3895447,,629791808,,0,9.60983,0.274,4997054,-33682496,0.01285,0.34616002,33.935,,0.916692,1.174042,,0.084,0.084,18.299,85408000,1.629,9.37
VEC,43.43,Industrials,Aerospace & Defense,509351392,9.345815,,662381696,84330000,0.049039997,0.032,0.304,56830000,79804000,0.056009997,0.1759,0.385,7.855,1.4900333,1.307012,4.47,1.264,1.149,50.793,11728100,-0.011,
